decade,place,tried,executed,lat,lon,mortality,country,event,year,war,battle,size_1,decade_hov
1610,Tübingen,83.0,47.0,48.1316,9.5041,0.5662650602409639,Germany,trial,,,,5.140011726956917,1610–1619
1610,Unterfranken,15.0,15.0,50.0119,9.9396,1.0,Germany,trial,,,,2.1850968611841584,1610–1619
1610,Utrecht,1.0,0.0,52.0749,5.2003,0.0,Netherlands,trial,,,,0.5641895835477563,1610–1619
1610,Vaud,500.0,500.0,46.5526,6.6207,1.0,Switzerland,trial,,,,12.6156626101008,1610–1619
1610,Veneto,35.0,0.0,45.661,11.8546,0.0,Italy,trial,,,,3.3377905890622728,1610–1619
1610,Vienna,,,48.2081743,16.3738189,,Austria,battle,1619.0,Thirty Years' War,Vienna,,1610–1619
1610,Zeeland,3.0,0.0,51.3073,3.7883,0.0,Netherlands,trial,,,,0.9772050238058398,1610–1619
1610,Zuid-Holland,8.0,0.0,51.9388,4.4867,0.0,Netherlands,trial,,,,1.5957691216057308,1610–1619
1610,Zürich,14.0,6.0,47.4074,8.6461,0.42857142857142855,Switzerland,trial,,,,2.111004122822376,1610–1619
1620,Aargau,11.0,7.0,47.4112,8.1543,0.6363636363636364,Switzerland,trial,,,,1.8712051592547776,1620–1629
1620,Alsace,1.0,1.0,48.3183,7.4515,1.0,France,trial,,,,0.5641895835477563,1620–1629
1620,Appenzell Ausserrhoden,4.0,4.0,47.3855,9.4368,1.0,Switzerland,trial,,,,1.1283791670955126,1620–1629
1620,Appenzell Innerrhoden,6.0,4.0,47.3177,9.401,0.6666666666666666,Switzerland,trial,,,,1.381976597885342,1620–1629
1620,Arnsberg,368.0,346.0,51.3119,7.9928,0.9402173913043478,Germany,trial,,,,10.823032759612019,1620–1629
1620,Basel-Landschaft,11.0,8.0,47.4581,7.7339,0.7272727272727273,Switzerland,trial,,,,1.8712051592547776,1620–1629
1620,Basel-Stadt,1.0,0.0,47.5612,7.5933,0.0,Switzerland,trial,,,,0.5641895835477563,1620–1629
1620,Basse-Normandie,12.0,4.0,48.9092,-0.4742,0.3333333333333333,France,trial,,,,1.9544100476116797,1620–1629
1620,Bautzen,,,51.182293,14.4237749,,Germany,battle,1620.0,Thirty Years' War,Bautzen,,1620–1629
1620,Bergen op Zoom,,,51.4945758,4.2871622,,Netherlands,battle,1622.0,Eighty Years' War,Bergen-op-Zoom,,1620–1629
1620,Bern,3.0,0.0,46.8218,7.6225,0.0,Switzerland,trial,,,,0.9772050238058398,1620–1629
1620,Breda,,,51.58307,4.7769505,,Netherlands,battle,1624.0,Eighty Years' War,Breda,,1620–1629
1620,Casale Monferrato,,,45.1316088,8.450503,,Italy,battle,1628.0,Thirty Years' War,Casale,,1620–1629
1620,Darmstadt,5.0,0.0,50.0613,8.7603,0.0,Germany,trial,,,,1.2615662610100802,1620–1629
1620,Dessau-Rosslau,,,51.82224,12.24245,,Germany,battle,1626.0,Thirty Years' War,Dessau,,1620–1629
1620,Dorset and Somerset,2.0,0.0,50.9956,-2.6741,0.0,United Kingdom,trial,,,,0.7978845608028654,1620–1629
1620,Eastern Scotland,35.0,5.0,56.4433,-4.181,0.14285714285714285,United Kingdom,trial,,,,3.3377905890622728,1620–1629
1620,Eesti,14.0,8.0,58.6709,25.8548,0.5714285714285714,Estonia,trial,,,,2.111004122822376,1620–1629
1620,Fleurus,,,50.4822605,4.5511869,,Belgium,battle,1622.0,Thirty Years' War,Fleurus,,1620–1629
1620,Franche-Comté,19.0,8.0,47.1972,6.0795,0.42105263157894735,France,trial,,,,2.4592453796829674,1620–1629
1620,Frankenthal,,,49.533333,8.35,,Germany,battle,1621.0,Thirty Years' War,Frankenthal,,1620–1629
1620,Freiburg,100.0,25.0,46.6994,7.0955,0.25,Switzerland,trial,,,,5.641895835477563,1620–1629
1620,Freiburg,283.0,254.0,48.0237,8.2189,0.8975265017667845,Germany,trial,,,,9.491137855389772,1620–1629
1620,Genève,30.0,8.0,46.2037,6.0889,0.26666666666666666,Switzerland,trial,,,,3.0901936161855166,1620–1629
1620,"Gloucestershire, Wiltshire and Bristol/Bath area",2.0,2.0,51.5451,-2.1142,1.0,United Kingdom,trial,,,,0.7978845608028654,1620–1629
1620,Gluckstadt,,,53.7911914,9.4260898,,Germany,battle,1627.0,Thirty Years' War,Gluckstadt,,1620–1629
1620,Goch,,,51.679984,6.1565522,,Germany,battle,1622.0,Eighty Years' War,Goch,,1620–1629
1620,Graubünden,17.0,12.0,46.671,9.6033,0.7058823529411765,Switzerland,trial,,,,2.326213245840639,1620–1629
1620,Groenlo,,,52.0419627,6.6113711,,Netherlands,battle,1627.0,Eighty Years' War,Grol (Groenlo),,1620–1629
1620,Haute-Normandie,12.0,4.0,49.3909,1.0286,0.3333333333333333,France,trial,,,,1.9544100476116797,1620–1629
1620,Heidelberg,,,49.3987524,8.6724335,,Germany,battle,1622.0,Thirty Years' War,Heidelberg,,1620–1629
1620,Heiligenhafen,,,54.3696799,10.97561,,Germany,battle,1627.0,Thirty Years' War,Heiligenhafen,,1620–1629
1620,Highlands and Islands,8.0,1.0,57.2257,-4.7091,0.125,United Kingdom,trial,,,,1.5957691216057308,1620–1629
1620,Hochst,,,49.8007957,8.9950307,,Germany,battle,1622.0,Thirty Years' War,Hochst,,1620–1629
1620,Hodonin,,,48.8529391,17.1260024,,Czech Republic,battle,1623.0,Thirty Years' War,Goding,,1620–1629
1620,Julich,,,50.9224226,6.3639119,,Germany,battle,1621.0,Thirty Years' War,Julich,,1620–1629
1620,Karlsruhe,207.0,180.0,49.0144,8.6727,0.8695652173913043,Germany,trial,,,,8.117274569709014,1620–1629
1620,Klodzko,,,50.4345636,16.6613941,,Poland,battle,1622.0,Thirty Years' War,Glatz,,1620–1629
1620,Koblenz,72.0,71.0,50.2543,7.5124,0.9861111111111112,Germany,trial,,,,4.787307364817192,1620–1629
1620,Kreuznach,,,52.9345045,12.795201,,Germany,battle,1620.0,Thirty Years' War,Kreuznach,,1620–1629
1620,La Rochelle,,,46.160329,-1.151139,,France,battle,1622.0,French Wars of Religion,Ile de Re,,1620–1629
1620,La Rochelle,,,46.160329,-1.151139,,France,battle,1625.0,French Wars of Religion,La Rochelle,,1620–1629
1620,La Rochelle,,,46.160329,-1.151139,,France,battle,1627.0,French Wars of Religion,Ile de Re,,1620–1629
1620,La Rochelle,,,46.160329,-1.151139,,France,battle,1627.0,French Wars of Religion,La Rochelle,,1620–1629
1620,Lancashire,2.0,0.0,53.849,-2.5722,0.0,United Kingdom,trial,,,,0.7978845608028654,1620–1629
1620,"Leicestershire, Rutland and Northamptonshire",1.0,0.0,52.5014,-0.9539,0.0,United Kingdom,trial,,,,0.5641895835477563,1620–1629
1620,Linz,,,48.30694,14.28583,,Austria,battle,1626.0,Thirty Years' War,Linz,,1620–1629
1620,Lorraine,252.0,54.0,48.755,6.1359,0.21428571428571427,France,trial,,,,8.95623198216277,1620–1629
1620,Lorsch,,,49.6510898,8.5650614,,Germany,battle,1622.0,Thirty Years' War,Lorsch,,1620–1629
1620,Lutter am Barenberge,,,51.9893213,10.2678979,,Germany,battle,1626.0,Thirty Years' War,Lutter am Barenberg,,1620–1629
1620,Luxembourg,39.0,0.0,49.771,6.0943,0.0,Luxembourg,trial,,,,3.523362819972964,1620–1629
1620,Luzern,3.0,3.0,47.0895,8.1328,1.0,Switzerland,trial,,,,0.9772050238058398,1620–1629
1620,Magyarország,43.0,14.0,47.1616,19.4066,0.32558139534883723,Hungary,trial,,,,3.6996385101659595,1620–1629
1620,Manner-Suomi,22.0,3.0,64.4974,26.2795,0.13636363636363635,Finland,trial,,,,2.6462837142006137,1620–1629
1620,Mannheim,,,49.4874592,8.4660395,,Germany,battle,1622.0,Thirty Years' War,Mannheim,,1620–1629
1620,Mantua,,,45.1564168,10.7913751,,Italy,battle,1629.0,Thirty Years' War,Mantua,,1620–1629
1620,Mecklenburg-Vorpommern,517.0,0.0,53.7138,12.4675,0.0,Germany,trial,,,,12.828336258339185,1620–1629
1620,Midtjylland,1.0,0.0,56.2457,9.3996,0.0,Denmark,trial,,,,0.5641895835477563,1620–1629
1620,Mittelfranken,340.0,160.0,49.3524,10.7811,0.47058823529411764,Germany,trial,,,,10.403141895720198,1620–1629
1620,Montauban,,,44.0221252,1.3529599,,France,battle,1621.0,French Wars of Religion,Montauban,,1620–1629
1620,Montpellier,,,43.610769,3.876716,,France,battle,1622.0,French Wars of Religion,Montpellier,,1620–1629
1620,Neuchâtel,51.0,11.0,46.9925,6.7941,0.21568627450980393,Switzerland,trial,,,,4.029119531035698,1620–1629
1620,Nidwalden,11.0,11.0,46.9426,8.4268,1.0,Switzerland,trial,,,,1.8712051592547776,1620–1629
1620,Noord-Holland,14.0,1.0,52.5945,4.9123,0.07142857142857142,Netherlands,trial,,,,2.111004122822376,1620–1629
1620,Nord-Pas de Calais,22.0,0.0,50.4789,2.7098,0.0,France,trial,,,,2.6462837142006137,1620–1629
1620,Norge,134.0,69.0,61.3875,9.2981,0.5149253731343284,Norway,trial,,,,6.530966601401967,1620–1629
1620,North Eastern Scotland,3.0,0.0,57.2021,-2.6876,0.0,United Kingdom,trial,,,,0.9772050238058398,1620–1629
1620,North Yorkshire,7.0,0.0,54.182,-1.4153,0.0,United Kingdom,trial,,,,1.4927053303604616,1620–1629
1620,Northumberland and Tyne and Wear,1.0,0.0,55.2213,-2.0012,0.0,United Kingdom,trial,,,,0.5641895835477563,1620–1629
1620,Oberbayern,135.0,0.0,48.1065,11.7436,0.0,Germany,trial,,,,6.555290583552474,1620–1629
1620,Oberfranken,6.0,3.0,50.0492,11.383,0.5,Germany,trial,,,,1.381976597885342,1620–1629
1620,Oberösterreich,1.0,1.0,48.143,13.9503,1.0,Austria,trial,,,,0.5641895835477563,1620–1629
1620,Obwalden,11.0,11.0,46.8527,8.2244,1.0,Switzerland,trial,,,,1.8712051592547776,1620–1629
1620,Outer London — West and North West,5.0,2.0,51.5394,-0.3338,0.4,United Kingdom,trial,,,,1.2615662610100802,1620–1629
1620,Peuerbach,,,48.3447243,13.7708033,,Austria,battle,1626.0,Thirty Years' War,Peuerbach,,1620–1629
1620,Prague,,,50.0755381,14.4378005,,Czech Republic,battle,1620.0,Thirty Years' War,White Mountain (Prague),,1620–1629
1620,Prov. Brabant Wallon,1.0,1.0,50.6659,4.5923,1.0,Belgium,trial,,,,0.5641895835477563,1620–1629
1620,Prov. Hainaut,2.0,2.0,50.5255,3.917,1.0,Belgium,trial,,,,0.7978845608028654,1620–1629
1620,Prov. Luxembourg (BE),53.0,0.0,49.9568,5.5211,0.0,Belgium,trial,,,,4.1073621666150775,1620–1629
1620,Prov. Namur,25.0,7.0,50.2736,4.867,0.28,Belgium,trial,,,,2.8209479177387813,1620–1629
1620,Prov. Oost-Vlaanderen,2.0,2.0,51.0316,3.8091,1.0,Belgium,trial,,,,0.7978845608028654,1620–1629
1620,Prov. West-Vlaanderen,4.0,2.0,51.0178,3.0517,0.5,Belgium,trial,,,,1.1283791670955126,1620–1629
1620,Rossing,,,52.183889,9.813056,,Germany,battle,1626.0,Thirty Years' War,Rossing,,1620–1629
1620,Saarland,42.0,26.0,49.3922,6.957,0.6190476190476191,Germany,trial,,,,3.656366395715726,1620–1629
1620,Sachsen-Anhalt,58.0,0.0,52.011,11.6996,0.0,Germany,trial,,,,4.296739856991561,1620–1629
1620,Saint-Jean-d'Angely,,,45.944823,-0.517763,,France,battle,1621.0,French Wars of Religion,Saint-Jean-d'Angely,,1620–1629
1620,Schwaben,4.0,2.0,48.168,10.5277,0.5,Germany,trial,,,,1.1283791670955126,1620–1629
1620,Schwyz,6.0,4.0,47.0678,8.7659,0.6666666666666666,Switzerland,trial,,,,1.381976597885342,1620–1629
1620,Shropshire and Staffordshire,1.0,0.0,52.7367,-2.4072,0.0,United Kingdom,trial,,,,0.5641895835477563,1620–1629
1620,Solothurn,4.0,2.0,47.3306,7.6783,0.5,Switzerland,trial,,,,1.1283791670955126,1620–1629
1620,Southern Scotland,17.0,2.0,55.3604,-3.6962,0.11764705882352941,United Kingdom,trial,,,,2.326213245840639,1620–1629
1620,St. Gallen,3.0,2.0,47.1144,9.371,0.6666666666666666,Switzerland,trial,,,,0.9772050238058398,1620–1629
1620,Stadtlohn,,,51.9920909,6.9137972,,Germany,battle,1623.0,Thirty Years' War,Stadtlohn,,1620–1629
1620,Stralsund,,,54.3090654,13.0770347,,Germany,battle,1628.0,Thirty Years' War,Stralsund,,1620–1629
1620,Stuttgart,161.0,127.0,49.0149,9.624,0.7888198757763976,Germany,trial,,,,7.158763278359629,1620–1629
1620,Syddanmark,10.0,0.0,55.4038,9.0569,0.0,Denmark,trial,,,,1.7841241161527712,1620–1629
1620,Tees Valley and Durham,2.0,0.0,54.6684,-1.7005,0.0,United Kingdom,trial,,,,0.7978845608028654,1620–1629
1620,Ticino,30.0,14.0,46.3045,8.8082,0.4666666666666667,Switzerland,trial,,,,3.0901936161855166,1620–1629
1620,Trier,72.0,71.0,49.9762,6.703,0.9861111111111112,Germany,trial,,,,4.787307364817192,1620–1629
1620,Tübingen,74.0,38.0,48.1316,9.5041,0.5135135135135135,Germany,trial,,,,4.853342309955121,1620–1629
1620,Unterfranken,219.0,219.0,50.0119,9.9396,1.0,Germany,trial,,,,8.349243383340204,1620–1629
1620,Vaud,500.0,500.0,46.5526,6.6207,1.0,Switzerland,trial,,,,12.6156626101008,1620–1629
1620,Veneto,126.0,0.0,45.661,11.8546,0.0,Italy,trial,,,,6.333012368467128,1620–1629
1620,Waidhaus,,,49.6417301,12.4962639,,Germany,battle,1621.0,Thirty Years' War,Waidhaus,,1620–1629
1620,Wesel,,,51.6643079,6.6295679,,Germany,battle,1629.0,Eighty Years' War,Wesel,,1620–1629
1620,West Central Scotland,4.0,1.0,55.8578,-4.6016,0.25,United Kingdom,trial,,,,1.1283791670955126,1620–1629
1620,Wiesloch,,,49.2953714,8.6962064,,Germany,battle,1622.0,Thirty Years' War,Wiesloch,,1620–1629
1620,Wimpfen,,,49.23007,9.1575,,Germany,battle,1622.0,Thirty Years' War,Wimpfen,,1620–1629
1620,Wolgast,,,54.0496018,13.7665592,,Germany,battle,1628.0,Thirty Years' War,Wolgast,,1620–1629
1620,Zeeland,1.0,0.0,51.3073,3.7883,0.0,Netherlands,trial,,,,0.5641895835477563,1620–1629
1620,Zuid-Holland,7.0,0.0,51.9388,4.4867,0.0,Netherlands,trial,,,,1.4927053303604616,1620–1629
1620,Zürich,14.0,6.0,47.4074,8.6461,0.42857142857142855,Switzerland,trial,,,,2.111004122822376,1620–1629
1620,s-Hertogenbosch,,,51.6978162,5.3036748,,Netherlands,battle,1629.0,Eighty Years' War,Hertogenbosch,,1620–1629
1630,Aberdeen,,,57.149717,-2.094278,,United Kingdom,battle,1639.0,British Wars of Religion,Dee,,1630–1639
1630,Alte Veste,,,49.454322,10.972363,,Germany,battle,1632.0,Thirty Years' War,Alte Veste,,1630–1639
1630,Antwerp,,,51.2194475,4.4024643,,Belgium,battle,1638.0,Thirty Years' War,Kallo,,1630–1639
1630,Appenzell Ausserrhoden,4.0,4.0,47.3855,9.4368,1.0,Switzerland,trial,,,,1.1283791670955126,1630–1639
1630,Appenzell Innerrhoden,6.0,4.0,47.3177,9.401,0.6666666666666666,Switzerland,trial,,,,1.381976597885342,1630–1639
1630,Arnsberg,227.0,203.0,51.3119,7.9928,0.8942731277533039,Germany,trial,,,,8.500373177909337,1630–1639
1630,Augsburg,,,48.3705449,10.89779,,Germany,battle,1632.0,Thirty Years' War,Augsburg,,1630–1639
1630,Avigliana,,,45.076291,7.4016896,,Italy,battle,1630.0,Thirty Years' War,Avigliana,,1630–1639
1630,Bamberg,,,49.8988135,10.9027636,,Germany,battle,1632.0,Thirty Years' War,Bamberg,,1630–1639
1630,Basel-Landschaft,11.0,8.0,47.4581,7.7339,0.7272727272727273,Switzerland,trial,,,,1.8712051592547776,1630–1639
1630,Basel-Stadt,1.0,0.0,47.5612,7.5933,0.0,Switzerland,trial,,,,0.5641895835477563,1630–1639
1630,Basse-Normandie,13.0,1.0,48.9092,-0.4742,0.07692307692307693,France,trial,,,,2.0342144725641096,1630–1639
1630,Bedfordshire and Hertfordshire,3.0,0.0,51.9386,-0.3242,0.0,United Kingdom,trial,,,,0.9772050238058398,1630–1639
1630,Bern,3.0,0.0,46.8218,7.6225,0.0,Switzerland,trial,,,,0.9772050238058398,1630–1639
1630,Boulay-Moselle,,,49.184543,6.4981099,,France,battle,1635.0,Thirty Years' War,Boulay,,1630–1639
1630,Brandys nad Labem-Stara Boleslav,,,50.1863259,14.6592444,,Czech Republic,battle,1639.0,Thirty Years' War,Brandeis,,1630–1639
1630,Breda,,,51.58307,4.7769505,,Netherlands,battle,1636.0,Eighty Years' War,Breda,,1630–1639
1630,Brema,,,45.1330057,8.6304529,,Italy,battle,1635.0,Thirty Years' War,Brema,,1630–1639
1630,Brieisach,,,48.0348382,7.5836067,,Germany,battle,1638.0,Thirty Years' War,Breisach,,1630–1639
1630,Cernay,,,47.807124,7.176532,,France,battle,1638.0,Thirty Years' War,Sennheim,,1630–1639
1630,Chemnitz,,,50.827845,12.9213697,,Germany,battle,1639.0,Thirty Years' War,Chemnitz,,1630–1639
1630,Chieri,,,45.008885,7.8275551,,Italy,battle,1639.0,Thirty Years' War,Chieri,,1630–1639
1630,Corbie,,,49.907676,2.511947,,France,battle,1635.0,Thirty Years' War,Corbie,,1630–1639
1630,Darmstadt,40.0,0.0,50.0613,8.7603,0.0,Germany,trial,,,,3.5682482323055424,1630–1639
1630,Detmold,14.0,13.0,51.9362,8.7809,0.9285714285714286,Germany,trial,,,,2.111004122822376,1630–1639
1630,Domitz,,,53.1358097,11.2699357,,Germany,battle,1635.0,Thirty Years' War,Domitz,,1630–1639
1630,East Anglia,1.0,0.0,52.4502,0.7184,0.0,United Kingdom,trial,,,,0.5641895835477563,1630–1639
1630,Eastern Scotland,21.0,6.0,56.4433,-4.181,0.2857142857142857,United Kingdom,trial,,,,2.5854414729132054,1630–1639
1630,Ebersberg,,,48.0780006,11.9669667,,Germany,battle,1634.0,Thirty Years' War,Ebersberg,,1630–1639
1630,Eesti,25.0,4.0,58.6709,25.8548,0.16,Estonia,trial,,,,2.8209479177387813,1630–1639
1630,Franche-Comté,10.0,5.0,47.1972,6.0795,0.5,France,trial,,,,1.7841241161527712,1630–1639
1630,Frankfurt an der Oder,,,52.3472237,14.5505673,,Germany,battle,1631.0,Thirty Years' War,Frankfurt an der Oder,,1630–1639
1630,Freiburg,100.0,25.0,46.6994,7.0955,0.25,Switzerland,trial,,,,5.641895835477563,1630–1639
1630,Freiburg,218.0,194.0,48.0237,8.2189,0.8899082568807339,Germany,trial,,,,8.33015937350939,1630–1639
1630,Fuenterrabia,,,43.3708434,-1.8001488,,Spain,battle,1638.0,Thirty Years' War,Fuenterrabia,,1630–1639
1630,Genève,22.0,3.0,46.2037,6.0889,0.13636363636363635,Switzerland,trial,,,,2.6462837142006137,1630–1639
1630,"Gloucestershire, Wiltshire and Bristol/Bath area",1.0,1.0,51.5451,-2.1142,1.0,United Kingdom,trial,,,,0.5641895835477563,1630–1639
1630,Goldberg,,,53.5900958,12.0857297,,Germany,battle,1635.0,Thirty Years' War,Goldberg,,1630–1639
1630,Graubünden,17.0,12.0,46.671,9.6033,0.7058823529411765,Switzerland,trial,,,,2.326213245840639,1630–1639
1630,Hanau,,,50.1264123,8.9283105,,Germany,battle,1635.0,Thirty Years' War,Hanau,,1630–1639
1630,Haute-Normandie,12.0,0.0,49.3909,1.0286,0.0,France,trial,,,,1.9544100476116797,1630–1639
1630,Hessisch Oldendorf,,,52.1715493,9.2459403,,Germany,battle,1633.0,Thirty Years' War,Hessich-Oldendorf,,1630–1639
1630,Highlands and Islands,12.0,1.0,57.2257,-4.7091,0.08333333333333333,United Kingdom,trial,,,,1.9544100476116797,1630–1639
1630,Ingolstadt,,,48.7665351,11.4257541,,Germany,battle,1632.0,Thirty Years' War,Ingolstadt,,1630–1639
1630,Karlsruhe,13.0,1.0,49.0144,8.6727,0.07692307692307693,Germany,trial,,,,2.0342144725641096,1630–1639
1630,Kent,1.0,1.0,51.2181,0.6693,1.0,United Kingdom,trial,,,,0.5641895835477563,1630–1639
1630,Koblenz,17.0,12.0,50.2543,7.5124,0.7058823529411765,Germany,trial,,,,2.326213245840639,1630–1639
1630,Kyritz,,,52.9432288,12.3961712,,Germany,battle,1635.0,Thirty Years' War,Kyritz,,1630–1639
1630,Lancashire,25.0,1.0,53.849,-2.5722,0.04,United Kingdom,trial,,,,2.8209479177387813,1630–1639
1630,Landshut,,,48.5441917,12.1468532,,Germany,battle,1634.0,Thirty Years' War,Landshut,,1630–1639
1630,Legnica,,,51.2070067,16.1553231,,Poland,battle,1634.0,Thirty Years' War,Liegnitz,,1630–1639
1630,"Leicestershire, Rutland and Northamptonshire",2.0,0.0,52.5014,-0.9539,0.0,United Kingdom,trial,,,,0.7978845608028654,1630–1639
1630,Leipzig,,,51.3397,12.37307,,Germany,battle,1631.0,Thirty Years' War,Breitenfeld,,1630–1639
1630,Les Salces,,,44.534143,3.162048,,France,battle,1639.0,Thirty Years' War,Salces,,1630–1639
1630,Leuven,,,50.883333,4.7,,Belgium,battle,1635.0,Eighty Years' War,Leuven (Louvain),,1630–1639
1630,Lincolnshire,1.0,0.0,53.0953,-0.2667,0.0,United Kingdom,trial,,,,0.5641895835477563,1630–1639
1630,Lorraine,88.0,74.0,48.755,6.1359,0.8409090909090909,France,trial,,,,5.292567428401227,1630–1639
1630,Lutzen,,,51.2558562,12.1417687,,Germany,battle,1632.0,Thirty Years' War,Lutzen,,1630–1639
1630,Luxembourg,2.0,0.0,49.771,6.0943,0.0,Luxembourg,trial,,,,0.7978845608028654,1630–1639
1630,Luzern,3.0,3.0,47.0895,8.1328,1.0,Switzerland,trial,,,,0.9772050238058398,1630–1639
1630,Maastricht,,,50.8513682,5.6909725,,Netherlands,battle,1632.0,Eighty Years' War,Maastricht,,1630–1639
1630,Magdeburg,,,52.1205333,11.6276237,,Germany,battle,1630.0,Thirty Years' War,Magdeburg,,1630–1639
1630,Magyarország,38.0,9.0,47.1616,19.4066,0.23684210526315788,Hungary,trial,,,,3.477898169151024,1630–1639
1630,Mainz,,,49.9928617,8.2472526,,Germany,battle,1635.0,Thirty Years' War,Mainz,,1630–1639
1630,Manner-Suomi,27.0,2.0,64.4974,26.2795,0.07407407407407407,Finland,trial,,,,2.9316150714175193,1630–1639
1630,Mecklenburg-Vorpommern,114.0,0.0,53.7138,12.4675,0.0,Germany,trial,,,,6.023896332520351,1630–1639
1630,Melnik,,,50.353902,14.481781,,Czech Republic,battle,1639.0,Thirty Years' War,Melnik,,1630–1639
1630,Mittelfranken,138.0,67.0,49.3524,10.7811,0.4855072463768116,Germany,trial,,,,6.627726932618989,1630–1639
1630,Monte Baldo,,,45.5670961,10.7730519,,Italy,battle,1637.0,Thirty Years' War,Monte Baldo,,1630–1639
1630,Neubrandenburg,,,53.5678292,13.2779269,,Germany,battle,1631.0,Thirty Years' War,Neubrandenburg,,1630–1639
1630,Neuchâtel,38.0,11.0,46.9925,6.7941,0.2894736842105263,Switzerland,trial,,,,3.477898169151024,1630–1639
1630,Nidwalden,11.0,11.0,46.9426,8.4268,1.0,Switzerland,trial,,,,1.8712051592547776,1630–1639
1630,Noord-Holland,9.0,0.0,52.5945,4.9123,0.0,Netherlands,trial,,,,1.692568750643269,1630–1639
1630,Nord-Pas de Calais,23.0,1.0,50.4789,2.7098,0.043478260869565216,France,trial,,,,2.7057581899030048,1630–1639
1630,Nordlingen,,,48.8508157,10.4894906,,Germany,battle,1634.0,Thirty Years' War,Nordlingen,,1630–1639
1630,Norge,80.0,31.0,61.3875,9.2981,0.3875,Norway,trial,,,,5.046265044040321,1630–1639
1630,North Eastern Scotland,4.0,0.0,57.2021,-2.6876,0.0,United Kingdom,trial,,,,1.1283791670955126,1630–1639
1630,North Yorkshire,4.0,0.0,54.182,-1.4153,0.0,United Kingdom,trial,,,,1.1283791670955126,1630–1639
1630,Oberbayern,7.0,0.0,48.1065,11.7436,0.0,Germany,trial,,,,1.4927053303604616,1630–1639
1630,Obwalden,11.0,11.0,46.8527,8.2244,1.0,Switzerland,trial,,,,1.8712051592547776,1630–1639
1630,Outer London — West and North West,1.0,0.0,51.5394,-0.3338,0.0,United Kingdom,trial,,,,0.5641895835477563,1630–1639
1630,Pfaffenhofen,,,48.5325215,11.4977392,,Germany,battle,1633.0,Thirty Years' War,Pfaffenhofen,,1630–1639
1630,Prov. Luxembourg (BE),1.0,0.0,49.9568,5.5211,0.0,Belgium,trial,,,,0.5641895835477563,1630–1639
1630,Prov. Namur,6.0,4.0,50.2736,4.867,0.6666666666666666,Belgium,trial,,,,1.381976597885342,1630–1639
1630,Prov. Oost-Vlaanderen,3.0,3.0,51.0316,3.8091,1.0,Belgium,trial,,,,0.9772050238058398,1630–1639
1630,Prov. West-Vlaanderen,23.0,7.0,51.0178,3.0517,0.30434782608695654,Belgium,trial,,,,2.7057581899030048,1630–1639
1630,Rain,,,48.6901541,10.9208893,,Germany,battle,1632.0,Thirty Years' War,Rain (Lech),,1630–1639
1630,Regensberg,,,49.0134297,12.1016236,,Germany,battle,1633.0,Thirty Years' War,Regensburg,,1630–1639
1630,Regensberg,,,49.0134297,12.1016236,,Germany,battle,1634.0,Thirty Years' War,Regensburg,,1630–1639
1630,Rheinberg,,,51.5460798,6.5899097,,Germany,battle,1637.0,Eighty Years' War,Rheinberg,,1630–1639
1630,Rheinfelden,,,47.561111,7.791667,,Germany,battle,1638.0,Thirty Years' War,Rheinfelden,,1630–1639
1630,Saarland,40.0,26.0,49.3922,6.957,0.65,Germany,trial,,,,3.5682482323055424,1630–1639
1630,Saint-Jean-de-Losne,,,47.102266,5.262806,,France,battle,1635.0,Thirty Years' War,Saint Jean de Losne,,1630–1639
1630,Saint-Omer,,,50.750115,2.252208,,France,battle,1638.0,Thirty Years' War,Saint-Omer,,1630–1639
1630,Saint-Omer,,,50.750115,2.252208,,France,battle,1638.0,Eighty Years' War,St. Omer ,,1630–1639
1630,Schwaben,1.0,0.0,48.168,10.5277,0.0,Germany,trial,,,,0.5641895835477563,1630–1639
1630,Schwyz,6.0,4.0,47.0678,8.7659,0.6666666666666666,Switzerland,trial,,,,1.381976597885342,1630–1639
1630,Shropshire and Staffordshire,1.0,0.0,52.7367,-2.4072,0.0,United Kingdom,trial,,,,0.5641895835477563,1630–1639
1630,Solothurn,4.0,2.0,47.3306,7.6783,0.5,Switzerland,trial,,,,1.1283791670955126,1630–1639
1630,Southern Scotland,12.0,2.0,55.3604,-3.6962,0.16666666666666666,United Kingdom,trial,,,,1.9544100476116797,1630–1639
1630,St. Gallen,3.0,2.0,47.1144,9.371,0.6666666666666666,Switzerland,trial,,,,0.9772050238058398,1630–1639
1630,Steinau an der stasse,,,50.3166763,9.4512418,,Germany,battle,1632.0,Thirty Years' War,Steinau,,1630–1639
1630,Steinau an der stasse,,,50.3166763,9.4512418,,Germany,battle,1633.0,Thirty Years' War,Steinau,,1630–1639
1630,Stonehaven,,,56.963661,-2.209288,,United Kingdom,battle,1639.0,British Wars of Religion,Megray Hill,,1630–1639
1630,Stuttgart,112.0,47.0,49.0149,9.624,0.41964285714285715,Germany,trial,,,,5.970821321441846,1630–1639
1630,Syddanmark,7.0,0.0,55.4038,9.0569,0.0,Denmark,trial,,,,1.4927053303604616,1630–1639
1630,Thann,,,47.810702,7.102382,,France,battle,1639.0,Thirty Years' War,Thann,,1630–1639
1630,The Downs,,,51.899764,0.4097467,,United Kingdom,battle,1639.0,Eighty Years' War,Downs,,1630–1639
1630,Thionville,,,49.357571,6.168426,,France,battle,1639.0,Thirty Years' War,Thionville,,1630–1639
